Date,Open,High,Low,Close,Volume,Adj Close
2012-07-18,12.60,12.60,12.36,12.55,10868200,12.26
2012-07-17,12.30,12.59,12.27,12.38,7721800,12.09
2012-07-13,12.46,12.79,12.39,12.64,5512100,12.35
2012-07-12,12.82,12.83,12.38,12.44,13432000,12.15
2012-07-11,12.60,12.99,12.51,12.88,5270600,12.59
2012-07-10,12.48,12.94,12.40,12.70,8784200,12.41
2012-07-09,12.36,12.51,12.18,12.45,7568300,12.17
2012-07-06,12.92,12.98,12.27,12.27,7745300,11.99
2012-07-05,13.24,13.52,12.87,12.91,10563800,12.62
2012-07-04,13.12,13.40,13.05,13.33,9059500,13.03
2012-07-03,12.82,13.19,12.80,13.19,21629000,12.89
2012-07-02,12.60,12.85,12.50,12.77,85391100,12.48
2012-06-29,12.25,12.70,11.97,12.64,25041900,12.35
2012-06-28,11.43,11.77,11.22,11.75,12054700,11.48
2012-06-27,11.19,11.40,11.13,11.40,36775500,11.14
2012-06-26,11.45,11.64,11.06,11.15,25458900,10.90
2012-06-25,12.14,12.27,11.50,11.50,78576300,11.24
2012-06-22,12.00,12.41,11.95,12.25,33644200,11.97
2012-06-21,12.24,12.47,12.01,12.08,8166800,11.81
2012-06-20,12.58,12.74,12.46,12.74,27656800,12.03
2012-06-19,12.28,12.68,12.15,12.58,13186900,11.88
2012-06-18,12.91,13.06,12.14,12.21,30068600,11.53
2012-06-15,12.51,12.91,12.44,12.62,22682100,11.92
2012-06-14,12.50,12.62,12.31,12.44,69583300,11.74
2012-06-13,12.55,12.78,12.38,12.49,52090300,11.80
2012-06-12,12.52,12.73,12.38,12.59,87164600,11.89
2012-06-11,13.10,13.46,12.48,12.53,59585500,11.84
2012-06-08,12.46,12.84,12.30,12.77,11628600,12.05
2012-06-07,12.64,12.85,12.44,12.49,8610100,11.79
2012-06-06,12.48,12.90,12.44,12.65,8149200,11.95
2012-06-05,12.31,12.73,12.21,12.47,7247500,11.77
2012-06-04,11.72,12.40,11.65,12.23,6684900,11.55
2012-06-01,12.30,12.30,11.64,11.79,21541800,11.13
2012-05-31,12.26,12.39,11.93,12.08,42294500,11.41
2012-05-30,12.73,12.92,12.18,12.19,13556800,11.52
2012-05-29,13.93,13.93,12.73,12.82,16908100,12.11
2012-05-28,14.15,14.20,13.77,13.81,4633600,13.05
2012-05-25,13.86,14.06,13.61,13.86,9030800,13.09
2012-05-24,13.43,13.92,13.22,13.80,54048000,13.03
2012-05-23,13.69,13.69,13.30,13.35,7782000,12.60
2012-05-22,13.51,13.90,13.47,13.77,23639900,13.00
2012-05-21,13.75,13.86,13.42,13.49,14342800,12.74
2012-05-18,13.26,13.91,13.16,13.68,10010800,12.92
2012-05-17,13.57,13.65,13.15,13.33,5875800,12.59
2012-05-16,13.42,13.74,13.14,13.44,12634500,12.69
2012-05-15,13.78,14.10,13.45,13.61,8115400,12.86
2012-05-14,13.81,13.90,13.49,13.80,9025700,13.03
2012-05-11,13.93,14.23,13.72,14.04,16257500,13.26
2012-05-10,13.75,14.35,13.48,14.21,14770400,13.42
2012-05-09,13.89,13.89,12.98,13.13,10890500,12.40
2012-05-08,13.89,14.24,13.63,13.71,13374400,12.95
2012-05-07,13.50,13.99,13.40,13.98,6281800,13.20
2012-05-04,13.80,14.12,13.55,13.65,8686100,12.88
2012-05-03,13.93,14.29,13.80,13.89,11375200,13.11
2012-05-02,14.61,14.65,13.69,13.75,12657200,12.98
2012-05-01,14.45,14.45,14.45,14.45,000,13.64
2012-04-30,14.75,14.90,14.39,14.45,7289200,13.64
2012-04-27,14.20,14.82,14.05,14.70,18986100,13.88
2012-04-26,14.24,14.59,13.92,14.45,14441000,13.65
2012-04-25,14.06,14.49,14.05,14.27,15113400,13.47
2012-04-24,14.10,14.27,13.97,14.15,15756500,13.36
2012-04-23,14.81,14.90,13.95,14.03,31465400,13.25
2012-04-20,14.47,15.01,14.13,14.92,27067800,14.09
2012-04-19,15.35,15.51,14.65,14.66,26670800,13.85
2012-04-18,16.02,16.45,15.32,15.40,30817400,14.54
2012-04-17,16.25,16.75,15.90,16.42,49543500,15.50
2012-04-16,17.55,18.00,17.48,17.48,9189900,16.51
2012-04-13,17.95,17.98,17.27,17.47,26670900,16.50
2012-04-12,18.10,18.25,17.35,17.96,13183000,16.96
2012-04-11,17.91,18.20,17.80,18.12,11868500,17.11
2012-04-10,18.02,18.67,17.88,17.92,14808800,16.92
2012-04-09,18.08,18.08,18.08,18.08,000,17.08
2012-04-06,18.08,18.08,18.08,18.08,000,17.08
2012-04-05,18.00,18.16,17.85,18.08,7110600,17.08
2012-04-04,18.15,18.37,17.95,18.00,11012800,17.00
2012-04-03,18.74,18.89,18.26,18.26,8366600,17.24
2012-04-02,18.65,18.81,18.38,18.80,14728800,17.75
2012-03-30,19.00,19.08,18.68,18.81,10354600,17.76
2012-03-29,18.31,18.88,18.08,18.78,16791300,17.73
2012-03-28,18.91,18.97,18.31,18.31,10251300,17.29
2012-03-27,19.08,19.33,18.96,18.97,9393200,17.91
2012-03-26,19.26,19.26,18.90,19.03,9259700,17.97
2012-03-23,19.56,19.60,19.07,19.24,11962000,18.17
2012-03-22,20.16,20.34,19.45,19.62,15646000,18.53
2012-03-21,19.28,20.47,19.12,20.10,30654200,18.98
2012-03-20,19.15,19.41,19.05,19.27,9337600,18.20
2012-03-19,18.75,19.02,18.69,19.02,21231800,17.96
2012-03-16,19.22,19.32,18.84,18.84,25585100,17.79
2012-03-15,18.92,19.33,18.85,19.18,27307000,18.11
2012-03-14,19.28,19.49,18.91,18.98,17033000,17.92
2012-03-13,19.20,19.57,19.18,19.50,16365200,18.41
2012-03-12,19.48,19.48,19.12,19.18,19423800,18.12
2012-03-09,19.64,19.69,19.42,19.55,12174300,18.46
2012-03-08,19.37,19.69,19.26,19.67,39128500,18.57
2012-03-07,19.30,19.45,19.13,19.34,18559200,18.27
2012-03-06,19.79,19.85,19.37,19.39,9564100,18.30
2012-03-05,20.24,20.29,19.87,19.94,11390000,18.83
2012-03-02,20.48,20.75,20.41,20.41,9563100,19.27
2012-03-01,19.47,20.40,19.35,20.11,15967800,18.99
2012-02-29,20.20,20.55,19.57,19.57,15227000,18.48
2012-02-28,20.77,20.82,20.44,20.56,5752500,19.41
2012-02-27,20.70,20.94,20.53,20.73,8403500,19.57
2012-02-24,20.56,20.69,20.42,20.63,4866100,19.48
2012-02-23,20.83,20.91,20.41,20.45,6074700,19.32
2012-02-22,20.96,20.96,20.72,20.88,7916200,19.71
2012-02-21,20.95,21.06,20.67,20.88,19222000,19.71
2012-02-20,20.90,21.08,20.86,20.98,5322900,19.81
2012-02-17,20.69,20.94,20.58,20.69,11929500,19.54
2012-02-16,20.50,20.56,20.24,20.47,8176100,19.32
2012-02-15,20.95,21.01,20.55,20.67,7429500,19.52
2012-02-14,21.00,21.20,20.88,20.94,5673100,19.77
2012-02-13,21.04,21.16,20.95,21.01,4368300,19.84
2012-02-10,21.06,21.06,20.83,20.90,7234800,19.74
2012-02-09,21.58,21.59,21.11,21.12,19714300,19.95
2012-02-08,20.67,20.96,20.65,20.68,24329500,19.53
2012-02-07,20.45,20.62,20.37,20.58,13378900,19.43
2012-02-06,20.89,21.03,20.22,20.28,16270200,19.15
2012-02-03,21.05,21.20,20.90,21.15,8723600,19.97
2012-02-02,21.04,21.18,20.73,21.09,8703100,19.92
2012-02-01,21.02,21.33,20.56,20.89,22456800,19.73
2012-01-31,21.00,21.37,20.71,21.00,18538500,19.83
2012-01-30,21.69,21.80,21.44,21.51,8126300,20.31
2012-01-27,21.85,22.17,21.78,21.85,16680100,20.63
2012-01-26,21.72,21.99,21.65,21.90,8477600,20.68
2012-01-25,21.91,21.99,21.52,21.56,15800600,20.36
2012-01-24,21.80,22.00,21.67,21.90,17140900,20.67
2012-01-23,21.67,22.18,21.52,22.04,18883000,20.81
2012-01-20,22.25,22.25,21.65,21.65,47313100,20.44
2012-01-19,22.31,22.38,22.01,22.14,33541800,20.91
2012-01-18,22.40,22.61,22.11,22.30,32761800,21.06
2012-01-17,22.39,22.55,22.20,22.33,33808100,21.09
2012-01-16,21.78,22.20,21.75,22.09,7463500,20.86
2012-01-13,22.22,22.23,21.74,21.89,13543000,20.67
2012-01-12,22.31,22.46,22.00,22.03,25727000,20.80
2012-01-11,22.55,22.62,22.04,22.19,107752200,20.96
2012-01-10,23.55,23.84,23.48,23.54,32203600,22.23
2012-01-09,23.37,23.86,23.36,23.72,19768100,21.96
2012-01-06,23.46,23.77,23.12,23.33,11161700,21.60
2012-01-05,24.19,24.19,23.36,23.40,24365300,21.67
2012-01-04,24.16,24.22,23.93,24.10,51637000,22.32
2012-01-03,24.22,24.23,23.34,23.97,83541600,22.19
2012-01-02,23.72,24.10,23.68,24.07,34087100,22.29
